school_code,postal_code,city,name
0932594P,93380,Pierrefitte-sur-Seine,Ecole élémentaire d'application Danielle Mitterrand
0932603Z,93420,Villepinte,Ecole Primaire Privée Malik Ibn Anas
0932623W,93390,Clichy-sous-Bois,Ecole Elémentaire Henri Barbusse
0932626Z,93190,Livry-Gargan,Ecole Maternelle Jean de la Fontaine
0932671Y,93140,Bondy,La Plume de l'éducation Eric Tabarly
0932688S,93110,Rosny-sous-Bois,Ecole les Chrysalides 93
0932693X,93400,Saint-Ouen-sur-Seine,Ecole primaire Talentrée - Montessori Internationale
0932705K,93160,Noisy-le-Grand,Ecole maternelle Samuel Wallis
0932707M,93160,Noisy-le-Grand,Ecole maternelle Simone Veil Noisy-le-Grand
0932709P,93380,Pierrefitte-sur-Seine,Ecole maternelle Eugène Varlin
0932737V,93420,Villepinte,Ecole élémentaire Victor Hugo 2
0932739X,93600,Aulnay-sous-Bois,Ecole primaire Jean d'Ormesson
0932764Z,93110,Rosny-sous-Bois,Ecole primaire Simone Veil
0940156J,94100,Saint-Maur-des-Fossés,Ecole élémentaire Centre
0940163S,94400,Vitry-sur-Seine,Ecole élémentaire Montesquieu
0940181L,94400,Vitry-sur-Seine,Ecole élémentaire Diderot
0940202J,94200,Ivry-sur-Seine,Ecole élémentaire Dulcie September
0940221E,94320,Thiais,Ecole élémentaire Camille Claudel
0940235V,94500,Champigny-sur-Marne,Ecole élémentaire Romain Rolland A
0940244E,94230,Cachan,Ecole élémentaire Belle Image
0940260X,94140,Alfortville,Ecole élémentaire Victor Hugo
0940307Y,94000,Créteil,Ecole élémentaire Charles Beuvin B
0940340J,94100,Saint-Maur-des-Fossés,Ecole élémentaire Michelet
0940356B,94130,Nogent-sur-Marne,Ecole élémentaire Paul Bert
0940359E,94700,Maisons-Alfort,Ecole élémentaire Parmentier B
0940379B,94400,Vitry-sur-Seine,Ecole élémentaire Makarenko A
0940405E,94400,Vitry-sur-Seine,Ecole maternelle Irène Joliot-Curie
0940406F,94230,Cachan,Ecole maternelle Carnot
0940408H,94400,Vitry-sur-Seine,Ecole maternelle Eva Salmon
0940415R,94380,Bonneuil-sur-Marne,Ecole maternelle Joliot Curie
0940422Y,94250,Gentilly,Ecole maternelle Jean Lurçat
0940435M,94110,Arcueil,Ecole maternelle Pauline Kergomard
0940453G,94200,Ivry-sur-Seine,Ecole maternelle Makarenko
0940455J,94800,Villejuif,Ecole maternelle Paul Langevin
0940462S,94120,Fontenay-sous-Bois,Ecole maternelle Elisa Lesourd
0940466W,94300,Vincennes,Ecole maternelle Roland Vernaudon
0940468Y,94300,Vincennes,Ecole maternelle Nord
0940472C,94410,Saint-Maurice,Ecole maternelle du Centre
0940476G,94500,Champigny-sur-Marne,Ecole maternelle Maurice Denis
0940482N,94600,Choisy-le-Roi,Ecole maternelle Danielle Casanova
0940483P,94800,Villejuif,Ecole maternelle Pasteur
0940485S,94200,Ivry-sur-Seine,Ecole maternelle Maurice Thorez
0940489W,94700,Maisons-Alfort,Ecole maternelle Paul Bert
0940491Y,94700,Maisons-Alfort,Ecole maternelle Parmentier
0940496D,94220,Charenton-le-Pont,Ecole maternelle du Port aux Lions
0940508S,94100,Saint-Maur-des-Fossés,Ecole maternelle Parc des Tilleuls
0940509T,94140,Alfortville,Ecole maternelle Simone Franceschi
0940511V,94700,Maisons-Alfort,Ecole maternelle Condorcet
0940514Y,94600,Choisy-le-Roi,Ecole maternelle Henri Wallon
0940541C,94310,Orly,Ecole maternelle Paul Eluard
0940545G,94700,Maisons-Alfort,Ecole maternelle Saint Exupéry
0940556U,94230,Cachan,Ecole maternelle La Plaine
0940565D,94270,Le Kremlin-Bicêtre,Ecole élémentaire Benoit Malon A
0940576R,94400,Vitry-sur-Seine,Ecole élémentaire Eugenie Cotton A
0940577S,94400,Vitry-sur-Seine,Ecole maternelle Pauline Kergomard
0940627W,94460,Valenton,Ecole élémentaire Paul Langevin
0940644P,94190,Villeneuve-Saint-Georges,Ecole élémentaire Marc Seguin
0940674X,94450,Limeil-Brévannes,Ecole élémentaire Pasteur
0940682F,94490,Ormesson-sur-Marne,Ecole élémentaire Jules Ferry
0940704E,94440,Villecresnes,Ecole élémentaire Mélanie Bonis
0940705F,94440,Villecresnes,Ecole élémentaire Les Merles
0940707H,94350,Villiers-sur-Marne,Ecole élémentaire Jules Ferry
0940710L,94350,Villiers-sur-Marne,Ecole élémentaire Edouard Herriot
0940712N,94350,Villiers-sur-Marne,Ecole primaire Jeanne et Maurice Dudragne
0940714R,94520,Périgny,Ecole élémentaire Georges Hure
0940717U,94290,Villeneuve-le-Roi,Ecole maternelle Paul Bert
0940718V,94290,Villeneuve-le-Roi,Ecole maternelle Paul Painlevé
0940733L,94190,Villeneuve-Saint-Georges,Ecole maternelle Anatole France
0940734M,94190,Villeneuve-Saint-Georges,Ecole maternelle Paul Vaillant-Couturier
0940738S,94190,Villeneuve-Saint-Georges,Ecole maternelle Marc Séguin
0940741V,94460,Valenton,Ecole maternelle Henri Wallon
0940747B,94460,Valenton,Ecole maternelle Paul Langevin
0940763U,94200,Ivry-sur-Seine,Ecole maternelle Jacques Solomon
0940766X,94400,Vitry-sur-Seine,Ecole élémentaire Makarenko B
0940943P,94320,Thiais,Ecole maternelle Charles Péguy
0940946T,94400,Vitry-sur-Seine,Ecole maternelle Eugénie Cotton
0940962K,94500,Champigny-sur-Marne,Ecole primaire privée Sainte Thérèse
0940989P,94700,Maisons-Alfort,Ecole primaire privée Sainte Thérèse
0940996X,94160,Saint-Mandé,Ecole primaire privée Notre-Dame
0941005G,94100,Saint-Maur-des-Fossés,Ecole primaire privée Jeanne d'Arc
0941007J,94370,Sucy-en-Brie,Ecole primaire privée Petit-Val
0941008K,94320,Thiais,Ecole maternelle privée Sainte Marie
0941072E,94400,Vitry-sur-Seine,Ecole maternelle Victor Hugo
0941119F,94510,La Queue-en-Brie,Ecole élémentaire Lamartine
0941128R,94000,Créteil,Ecole élémentaire les Buttes
0941129S,94230,Cachan,Ecole élémentaire Paul Doumer
0941133W,94140,Alfortville,Ecole maternelle Lacore-Moreau
0941203X,94120,Fontenay-sous-Bois,Ecole maternelle Paul Langevin
0941254C,94000,Créteil,Ecole élémentaire Chateaubriand
0941259H,94250,Gentilly,Ecole élémentaire Gustave Courbet
0941263M,94240,L'Haÿ-les-Roses,Ecole élémentaire La Vallée Aux Renards
0941268T,94100,Saint-Maur-des-Fossés,Ecole élémentaire Diderot
0941271W,94160,Saint-Mandé,Ecole élémentaire Charles Digeon
0941273Y,94370,Sucy-en-Brie,Ecole élémentaire les Bruyères
0941313S,94450,Limeil-Brévannes,Ecole maternelle Pierre Curie
0941320Z,94120,Fontenay-sous-Bois,Ecole élémentaire Jules Ferry
0941322B,94700,Maisons-Alfort,Ecole élémentaire Charles Péguy
0941327G,94370,Sucy-en-Brie,Ecole élémentaire Cité Verte
0941328H,94270,Le Kremlin-Bicêtre,Ecole primaire privée Jeanne d'Arc
0941367A,94120,Fontenay-sous-Bois,Ecole maternelle Henri Wallon 2
0941378M,94480,Ablon-sur-Seine,Ecole élémentaire Pasteur
0941393D,94350,Villiers-sur-Marne,Ecole maternelle Charles Perrault
0941425N,94320,Thiais,Ecole élémentaire Saint Exupéry
0941442G,94140,Alfortville,Ecole élémentaire Montaigne
0941495P,94370,Sucy-en-Brie,Ecole maternelle les Bruyères
0941496R,94200,Ivry-sur-Seine,Ecole maternelle Eugénie Cotton
0941513J,94510,La Queue-en-Brie,Ecole maternelle Pauline Kergomard
0941538L,94130,Nogent-sur-Marne,Ecole primaire Victor Hugo
0941540N,94290,Villeneuve-le-Roi,Ecole maternelle Paul Eluard
0941547W,94700,Maisons-Alfort,Ecole maternelle Georges Pompidou
0941608M,94400,Vitry-sur-Seine,Ecole élémentaire Paul Langevin
0941626G,94440,Villecresnes,Ecole maternelle Réveillon
0941658S,94310,Orly,Ecole primaire privée Poullart des Places
0941664Y,94170,Le Perreux-sur-Marne,Ecole maternelle du Thillard
0941757Z,94000,Créteil,Ecole maternelle Pierre Mendès France
0941818R,94300,Vincennes,Ecole maternelle Joseph Clouet
0941840P,94000,Créteil,Ecole maternelle Jeanine Le Cleach
0941896A,94440,Marolles-en-Brie,Ecole primaire la Forêt
0941962X,94140,Alfortville,Ecole élémentaire privée Saint Mesrop-Arabian
0942031X,94150,Rungis,Ecole élémentaire la Grange
0942038E,94340,Joinville-le-Pont,Ecole élémentaire Bernard Palissy
0942078Y,94800,Villejuif,Ecole élémentaire Robert Lebon
0942092N,94380,Bonneuil-sur-Marne,Ecole élémentaire Henri Arles
0942108F,94270,Le Kremlin-Bicêtre,Ecole maternelle Robert Desnos
0942110H,94190,Villeneuve-Saint-Georges,Ecole élémentaire Paul Bert
0942135K,94550,Chevilly-Larue,Ecole maternelle Pasteur
0942147Y,94000,Créteil,Ecole élémentaire Blaise Pascal
0942197C,94420,Le Plessis-Trévise,Ecole élémentaire Marie Louise et Marcel Salmon
0942198D,94100,Saint-Maur-des-Fossés,Ecole primaire Les Chalets
0942210S,94200,Ivry-sur-Seine,Ecole primaire Guy Moquet
0942211T,94450,Limeil-Brévannes,Ecole primaire Jean-Louis Marquèze
0942220C,94260,Fresnes,Ecole maternelle Les Tulipes
0942222E,94500,Champigny-sur-Marne,Ecole maternelle Maurice Thorez 2
0942236V,94800,Villejuif,Ecole élémentaire Marcel Cachin
0942245E,94400,Vitry-sur-Seine,Ecole élémentaire Marcel Cachin B
0942271H,94600,Choisy-le-Roi,Ecole Montessori Internationale le Kaléidoscope
0942275M,94420,Le Plessis-Trévise,Ecole élémentaire Jean Monnet - Jean Moulin
0942343L,94260,Fresnes,Ecole maternelle les Coquelicots
0942345N,94400,Vitry-sur-Seine,Ecole maternelle Charles Perrault
0942359D,94200,Ivry-sur-Seine,Ecole primaire Rosa Parks
0942371S,94200,Ivry-sur-Seine,Ecole élémentaire Rosalind Franklin
0942373U,94000,Créteil,Ecole primaire Charles Péguy
0942375W,94380,Bonneuil-sur-Marne,Ecole maternelle Eugénie Cotton
0942388K,94360,Bry-sur-Marne,Ecole privée Haya Mouchka Bry
0942397V,94600,Choisy-le-Roi,Ecole maternelle Nelson Mandela
0942409H,94300,Vincennes,Ecole Primaire Hub School Vincennes
0942421W,94300,Vincennes,Ecole primaire Simone Veil
0942432H,94360,Bry-sur-Marne,École Pilote Arborescences
0942456J,94200,Ivry-sur-Seine,Ecole maternelle Rosalind Franklin
0950050N,95110,Sannois,Ecole élémentaire Henri Dunant
0950061A,95100,Argenteuil,Ecole élémentaire Paul Vaillant-Couturier 1
0950067G,95100,Argenteuil,Ecole élémentaire Volembert
0950071L,95100,Argenteuil,Ecole élémentaire Les Coteaux
0950078U,95100,Argenteuil,Ecole élémentaire Joliot-Curie
0950090G,95240,Cormeilles-en-Parisis,Ecole élémentaire Alsace Lorraine
0950102V,95200,Sarcelles,Ecole élémentaire Albert Camus
0950114H,95200,Sarcelles,Ecole élémentaire Jean Mermoz 1
0950115J,95200,Sarcelles,Ecole élémentaire Jean Mermoz 2
0950130A,95380,Puiseux-en-France,Ecole primaire publique Bois du Coudray
0950140L,95400,Villiers-le-Bel,Ecole élémentaire Jean Jaurès
0950146T,95200,Sarcelles,Ecole élémentaire Jules Ferry
0950155C,95590,Nointel,Ecole primaire publique Jean II de Turmeynies
0950184J,95350,Piscop,Ecole primaire publique Jacques Prévert
0950187M,95690,Labbeville,Ecole maternelle Robert Leroy
0950197Y,95660,Champagne-sur-Oise,Ecole élémentaire Le Stade
0950206H,95540,Méry-sur-Oise,Ecole élémentaire Le Centre
0950215T,95620,Parmain,Ecole élémentaire Jouy Le Comte
0950219X,95760,Valmondois,Ecole primaire publique Robert Hoffmann
0950222A,95300,Pontoise,Ecole élémentaire Parc Aux Charrettes
0950226E,95300,Pontoise,Ecole élémentaire Paul Cézanne
0950229H,95300,Pontoise,Ecole élémentaire Ludocic Piette
0950237S,95650,Boissy-l'Aillerie,Ecole maternelle Charles Perrault
0950249E,95280,Jouy-le-Moutier,Ecole  primaire publique Le Village
0950251G,95300,Livilliers,Ecole élémentaire
0950256M,95520,Osny,Ecole élémentaire Antoine de Saint-Exupéry
0950260S,95520,Osny,Ecole élémentaire Immarmont
0950263V,95480,Pierrelaye,Ecole élémentaire Marie Curie
0950270C,95310,Saint-Ouen-l'Aumône,Ecole élémentaire Le Nôtre
0950288X,95150,Taverny,Ecole élémentaire La Plaine
0950307T,95120,Ermont,Ecole élémentaire Victor Hugo 1
0950318E,95130,Franconville,Ecole élémentaire Jules Ferry
0950324L,95130,Le Plessis-Bouchard,Ecole élémentaire Frédéric Gaillardet
0950328R,95320,Saint-Leu-la-Forêt,Ecole élémentaire Marie Curie
0950338B,95710,Ambleville,Ecole élémentaire
0950355V,95420,Omerville,Ecole élémentaire
0950360A,95510,Saint-Cyr-en-Arthies,Ecole élémentaire Le Parc
0950378V,95640,Bréançon,école primaire la Marette
0950384B,95450,Condécourt,Ecole primaire
0950407B,95450,Seraincourt,Ecole primaire Le Centre
0950425W,95140,Garges-lès-Gonesse,Ecole élémentaire Jean Jaurès
0950437J,95500,Gonesse,Ecole élémentaire Albert Camus
0950438K,95500,Gonesse,Ecole élémentaire Marc Bloch
0950442P,95190,Goussainville,Ecole primaire Jean Jaurès
0950443R,95190,Goussainville,Ecole primaire Jules Ferry
0950452A,95500,Le Thillay,Ecole primaire Le Centre
0950455D,95500,Le Thillay,Ecole primaire Les Violettes
0950461K,95270,Asnières-sur-Oise,Ecole primaire du Bois Bonnet
0950463M,95270,Belloy-en-France,Ecole élémentaire Albert Boucher
0950475A,95670,Marly-la-Ville,Ecole élémentaire Bois Maillard
0950480F,95470,Saint-Witz,Ecole primaire Jane du Chesne
0950502E,95580,Andilly,Ecole élémentaire Sylvain Lévi
0950503F,95170,Deuil-la-Barre,Ecole élémentaire Louis Pasteur 1
0950504G,95170,Deuil-la-Barre,Ecole élémentaire Louis Pasteur 2
0950523C,95230,Soisy-sous-Montmorency,Ecole élémentaire Emile Roux 1
0950532M,95400,Arnouville,Ecole maternelle Anna Fabre
0950555M,95190,Goussainville,Ecole maternelle Pasteur
0950565Y,95600,Eaubonne,Ecole maternelle Paul Bert
0950569C,95120,Ermont,Ecole maternelle Anatole France
0950571E,95120,Ermont,Ecole maternelle Louis Pasteur
0950580P,95390,Saint-Prix,Ecole maternelle Léon Gambetta
0950582S,95100,Argenteuil,Ecole maternelle Sadi Carnot
0950586W,95100,Argenteuil,Ecole maternelle Volembert
0950589Z,95100,Argenteuil,Ecole maternelle Orgemont
0950591B,95100,Argenteuil,Ecole maternelle Paul Langevin 1
0950600L,95870,Bezons,Ecole maternelle Marcel Cachin
0950617E,95200,Sarcelles,Ecole maternelle Pauline Kergomard
0950618F,95200,Sarcelles,Ecole maternelle Jean Mermoz
0950622K,95400,Villiers-le-Bel,Ecole maternelle Gérard Philipe
0950623L,95400,Villiers-le-Bel,Ecole maternelle Jean Jaurès
0950631V,95300,Pontoise,Ecole maternelle  Ludovic Piette
0950637B,95260,Beaumont-sur-Oise,Ecole maternelle Paul Fort
0950642G,95200,Sarcelles,Ecole maternelle Jean Jaurès
0950669L,95870,Bezons,Ecole élémentaire Victor Hugo 1
0950672P,95170,Deuil-la-Barre,Ecole élémentaire Les Mortefontaines
0950676U,95210,Saint-Gratien,Ecole maternelle Jean Sarrailh
0950689H,95340,Persan,Ecole maternelle Paul Eluard
0950694N,95630,Mériel,Ecole maternelle Chateau Blanc
0950704Z,95530,La Frette-sur-Seine,Ecole  primaire Calmette et Guérin
0950714K,95100,Argenteuil,Ecole élémentaire Paul Eluard 1
0950719R,95130,Le Plessis-Bouchard,Ecole maternelle Anne Frank
0950724W,95130,Franconville,Ecole élémentaire L'Epine Guyon 2
0950725X,95100,Argenteuil,Ecole élémentaire Paul Eluard 2
0950727Z,95140,Garges-lès-Gonesse,Ecole maternelle Victor Hugo
0950731D,95220,Herblay-sur-Seine,Ecole élémentaire Jean Moulin
0950737K,95360,Montmagny,Ecole maternelle Eugénie Cotton
0950740N,95130,Franconville,Ecole élémentaire L'Epine Guyon 1
0950768U,95410,Groslay,Ecole primaire Les Glaisières
0950816W,95500,Gonesse,Ecole élémentaire Roland Malvitte
0950865Z,95350,Saint-Brice-sous-Forêt,Ecole maternelle Léon Rouvrais
0950919H,95870,Bezons,Ecole maternelle Paul Langevin
0950955X,95340,Bernes-sur-Oise,Ecole élémentaire Les Ajeux
0950956Y,95570,Bouffémont,Ecole maternelle Les Hauts Champs
0950958A,95750,Chars,Ecole élémentaire Les Tournesols
0950960C,95460,Ezanville,Ecole primaire Paul Fort
0950965H,95290,L'Isle-Adam,Ecole maternelle Chantefleur
0950966J,95420,Magny-en-Vexin,Ecole élémentaire Anne Frank
0951029C,95270,Luzarches,Ecole élémentaire Louis Jouvet
0951037L,95750,Chars,Ecole maternelle Les Tournesols
0951061M,95550,Bessancourt,Ecole maternelle Lamartine
0951070X,95140,Garges-lès-Gonesse,Ecole maternelle Robespierre 1
0951074B,95160,Montmorency,Ecole  primaire La Fontaine
0951077E,95350,Saint-Brice-sous-Forêt,Ecole élémentaire Pierre et Marie Curie
0951112T,95100,Argenteuil,Ecole maternelle Jean-Jacques Rousseau
0951123E,95100,Argenteuil,Ecole maternelle Anatole France
0951156R,95300,Pontoise,Ecole élémentaire L'Hermitage
0951157S,95190,Fontenay-en-Parisis,Ecole maternelle Françoise Dolto
0951163Y,95660,Champagne-sur-Oise,Ecole maternelle Le Centre
0951164Z,95220,Herblay-sur-Seine,Ecole maternelle Les Buttes Blanches
0951176M,95220,Herblay-sur-Seine,Ecole élémentaire Les Buttes Blanches
0951206V,95870,Bezons,Ecole primaire Angela Davis
0951209Y,95180,Menucourt,Ecole élémentaire de La Vallée Basset
0951235B,95470,Vémars,Ecole maternelle Georges Brassens
0951262F,95400,Villiers-le-Bel,Ecole maternelle Ferdinand Buisson
0951297U,95120,Ermont,Ecole maternelle Maurice Ravel
0951300X,95370,Montigny-lès-Cormeilles,Ecole élémentaire Georges Braque
0951302Z,95000,Pontoise,Ecole élémentaire Les Larris
0951304B,95150,Taverny,Ecole maternelle Jules Verne
0951309G,95210,Saint-Gratien,Ecole maternelle Pauline Kergomard
0951379H,95610,Eragny,Ecole élémentaire Le Bois
0951406M,95310,Saint-Ouen-l'Aumône,Ecole maternelle Jacques Prévert Joseph Kosma
0951433S,95450,Us,Ecole maternelle
0951442B,95170,Deuil-la-Barre,Ecole élémentaire Henri Hatrel
0951443C,95540,Méry-sur-Oise,Ecole élémentaire Jean Jaurès
0951445E,95280,Jouy-le-Moutier,Ecole primaire Les Eguérets
0951470G,95800,Cergy,Ecole élémentaire La Sebille
0951474L,95610,Eragny,Ecole primaire Le  Grillon
0951476N,95220,Herblay-sur-Seine,Ecole élémentaire Les Chênes
0951486Z,95610,Eragny,Ecole maternelle La Butte
0951489C,95130,Franconville,Ecole maternelle Les Quatre Noyers
0951493G,95620,Parmain,Ecole maternelle Maurice Genevoix
0951515F,95500,Gonesse,Ecole maternelle Benjamin Rabier
0951549T,95340,Bernes-sur-Oise,Ecole maternelle Bernes-Sur-Oise
0951552W,95230,Soisy-sous-Montmorency,Ecole maternelle Jacques Prévert
0951561F,95800,Cergy,Ecole élémentaire Le Gros Caillou
0951612L,95140,Garges-lès-Gonesse,Ecole maternelle Jean Effel
0951626B,95280,Jouy-le-Moutier,Ecole élémentaire Le Noyer
0951638P,95490,Vauréal,Ecole élémentaire Les Groues
0951639R,95490,Vauréal,Ecole maternelle Les Groues
0951641T,95800,Cergy,Ecole élémentaire Le Bontemps
0951643V,95800,Cergy,Ecole élémentaire L'Escapade
0951644W,95800,Cergy,Ecole maternelle l'Escapade
0951647Z,95220,Herblay-sur-Seine,Ecole maternelle La Tournade
0951650C,95350,Saint-Brice-sous-Forêt,Ecole maternelle Alphonse Daudet
0951661P,95190,Goussainville,Ecole primaire Yvonne de Gaulle
0951686S,95200,Sarcelles,Ecole élémentaire Le Val Fleuri
0951694A,95800,Cergy,Ecole élémentaire Le Hazay
0951701H,95110,Sannois,Ecole maternelle Magendie
0951719C,95420,Magny-en-Vexin,Ecole élémentaire Victor Schoelcher
0951736W,95170,Deuil-la-Barre,Ecole maternelle Gallieni
0951737X,95870,Bezons,Ecole maternelle Jacques Prévert
0951785Z,95390,Saint-Prix,Ecole primaire Victor Hugo
0951924A,95440,Ecouen,Ecole primaire Jules Verne
0951925B,95170,Deuil-la-Barre,Ecole maternelle Antoine de Saint-Exupéry
0951976G,95190,Goussainville,Ecole maternelle Paul Eluard
0952006P,95240,Cormeilles-en-Parisis,Ecole primaire le Noyer de L'Image
0952097N,95130,Franconville,Ecole primaire Gare-René Watrelot
0952098P,95130,Franconville,Ecole élémentaire Jean Carnot
0952137G,95490,Vauréal,Ecole élémentaire privée Talentiel
0952160G,95200,Sarcelles,Ecole élémentaire privée Beth Yaacov
0952161H,95100,Argenteuil,Ecole élémentaire privée  Hanned
0952221Y,95240,Cormeilles-en-Parisis,Ecole primaire Jules Verne
0952229G,95380,Louvres,école primaire Universalis
0952234M,95520,Osny,Ecole élémentaire privée Jamondeyra
0952244Y,95560,Baillet-en-France,Ecole primeire les Quatre Ormes
6200033S,20128,Grosseto-Prugna,Ecole maternelle Porticcio
6200034T,20090,Ajaccio,Ecole maternelle Residence des Iles Ajaccio
6200086Z,20137,Porto-Vecchio,Ecole maternelle Pifano Porto Vecchio
6200088B,20169,Bonifacio,Ecole primaire Bonifacio
6200096K,20170,Levie,Ecole primaire Lévie
6200101R,20124,Zonza,Ecole primaire Zonza
6200120L,20137,Porto-Vecchio,Ecole primaire Joseph Pietri 1 Porto Vecchio
6200122N,20137,Porto-Vecchio,Ecole primaire de Ceccia
6200138F,20127,Serra-di-Scopamène,Ecole primaire Serra di Scopamène
6200143L,20148,Cozzano,Ecole primaire Cozzano
6200149T,20132,Zicavo,Ecole primaire Zicavo
6200157B,20123,Pila-Canale,Ecole primaire Pila Canale
6200174V,20133,Carbuccia,Ecole primaire Carbuccia
6200187J,20167,Afa,Ecole maternelle Afa
6200393H,20090,Ajaccio,Ecole primaire Salines 6 Ajaccio
6200402T,20118,Vico,Ecole primaire Sagone
6200455A,20167,Appietto,Ecole primaire Appietto
6200473V,20167,Cuttoli-Corticchiato,Ecole primaire Cuttoli Corticciato
6200476Y,20167,Peri,Ecole primaire Peri
6200484G,20166,Grosseto-Prugna,Ecole primaire Jean Ambroggi Porticcio
6200648K,20166,Pietrosella,Ecole primaire Rupione Pietrosella
7200037C,20600,Bastia,Ecole maternelle François Amadei
7200096S,20270,Aléria,Ecole maternelle Lustincone Aleria
7200099V,20200,Bastia,Ecole primaire spéciale La Citadelle Bastia
7200119S,20217,Saint-Florent,Ecole maternelle St Florent
7200129C,20250,Riventosa,Ecole primaire Riventosa
7200140P,20221,Santa-Maria-Poggio,Ecole primaire Marina D'Osari LCC Bilingue
7200201F,20214,Calenzana,Ecole maternelle  Calenzana Balestrini bilingue LCC
7200216X,20220,L'Ile-Rousse,Ecole maternelle Le Petit Prince Ile Rousse LCC Bilingue
7200241Z,20225,Feliceto,Ecole primaire Feliceto
7200338E,20250,Corte,Ecole primaire Porette Corté
7200368M,20224,Calacuccia,Ecole primaire Calacuccia
7200384E,20213,Penta-di-Casinca,Ecole primaire Penta di CasincaVillage
7200439P,20290,Lucciana,Ecole primaire Crocetta Lucciana
7200440R,20290,Lucciana,Ecole primaire Marana Lucciana
7200593G,20200,Bastia,Ecole primaire Bastia  JT Desanti
7200613D,20200,Bastia,Ecole primaire privée Jeanne d'Arc Bastia
7200649T,20600,Bastia,Ecole primaire AB Defendini Bastia bilingue LCC
7200687J,20243,Prunelli-di-Fiumorbo,Ecole maternelle Prunelli Di Fiumorbo Capanella
7200700Y,20213,Pruno,Ecole primaire Pruno
7200740S,20600,Furiani,Ecole primaire Furiani II U Principellu bilingue LCC
9710126K,97110,Pointe-à-Pitre,Ecole primaire Léon Feix
9710129N,97110,Pointe-à-Pitre,Ecole primaire Bonchamps Fernande
9710163A,97121,Anse-Bertrand,Ecole primaire Guéry
9710256B,97170,Petit-Bourg,Ecole primaire M-thérèse Lamothe
9710258D,97139,Les Abymes,Ecole primaire J-T Faustin 1
9710265L,97180,Sainte-Anne,Ecole primaire  Albert Lazard
9710272U,97180,Sainte-Anne,Ecole primaire Ginette Maragnes
9710277Z,97117,Port-Louis,Ecole primaire Robert Narayanan
9710318U,97136,Terre-de-Bas,Ecole primaire Petites Anses
9710430R,97129,Lamentin,Ecole maternelle Blanche Pierre
9710444F,97139,Les Abymes,Ecole primaire privée Foyer Notre-Dame de Grâce
9710445G,97100,Basse-Terre,Ecole primaire privée Saint Paul de Bouillon
9710449L,97160,Le Moule,Ecole primaire privée Externat Saint Joseph du Moule
9710452P,97120,Saint-Claude,Ecole primaire privée Externat Saint Joseph de Cluny
9710508A,97170,Petit-Bourg,Ecole primaire Robert Freti
9710518L,97121,Anse-Bertrand,Ecole élémentaire Jules Plaisance
9710541L,97111,Morne-à-l'Eau,Ecole primaire Ludger Marie
9710542M,97111,Morne-à-l'Eau,Ecole primaire Coco Marie Emilie
9710545R,97111,Morne-à-l'Eau,Ecole primaire Félix Duport
9710546S,97160,Le Moule,Ecole primaire Boisvin
9710549V,97160,Le Moule,Ecole primaire Debibakas Albert
9710550W,97170,Petit-Bourg,Ecole primaire La Lézarde
9710553Z,97131,Petit-Canal,Ecole primaire Félicité Coline
9710563K,97120,Saint-Claude,Ecole primaire Louis Chalcol
9710568R,97150,Saint-Martin,Ecole primaire Omer ARRONDELL
9710571U,97115,Sainte-Rose,Ecole primaire Morne Rouge
9710599Z,97113,Gourbeyre,Ecole maternelle Raymonde Augustin
9710618V,97126,Deshaies,Ecole primaire Riflet
9710633L,97125,Bouillante,Ecole primaire Thomas
9710651F,97125,Bouillante,Ecole primaire Bourg de Bouillante
9710677J,97125,Bouillante,Ecole primaire Village
9710723J,97139,Les Abymes,Ecole maternelle Raizet 2
9710732U,97180,Sainte-Anne,Ecole maternelle Rigobert Anzala
9710735X,97170,Petit-Bourg,Ecole maternelle Albertine Mignard
9710736Y,97120,Saint-Claude,Ecole maternelle Nelson Rose
9710776S,97137,Terre-de-Haut,Ecole maternelle Bourg Terre-de-Haut
9710777T,97130,Capesterre-Belle-Eau,Ecole maternelle Fonds Cacao
9710785B,97117,Port-Louis,Ecole maternelle Elise Monique Ictoi
9710815J,97123,Baillif,Ecole primaire privée HC La Persévérance
9710817L,97150,Saint-Martin,Ecole maternelle Jérôme Beaupère
9710818M,97122,Baie-Mahault,Ecole maternelle Rosita Kammer
9710821R,97139,Les Abymes,Ecole maternelle privée  HC Ti Prince
9710839K,97139,Les Abymes,Ecole maternelle Carénage
9710845S,97130,Capesterre-Belle-Eau,Ecole maternelle Ilet  Pérou
9710852Z,97116,Pointe-Noire,Ecole maternelle Baille-Argent
9710853A,97180,Sainte-Anne,Ecole maternelle Saturnin Palmier
9710869T,97130,Capesterre-Belle-Eau,Ecole maternelle Sainte Marie
9710871V,97190,Le Gosier,Ecole maternelle Grand Bois
9710951G,97170,Petit-Bourg,Ecole maternelle privée  HC l'Espérance
9710954K,97122,Baie-Mahault,Ecole maternelle Merosier Narbal
9711092K,97122,Baie-Mahault,Ecole maternelle Lucette Irène Celani
9711145T,97118,Saint-François,Ecole maternelle Pombiray
9711197Z,97150,Saint-Martin,Ecole primaire Marie-Antoinette Richards
9711207K,97122,Baie-Mahault,Ecole maternelle de Convenance
9711210N,97180,Sainte-Anne,Ecole maternelle Georges Troupé
9711238U,97110,Pointe-à-Pitre,Ecole maternelle Raphael Jolivière 2
9711263W,97122,Baie-Mahault,Ecole Montessori Be Happy
9711285V,97122,Baie-Mahault,Ecole maternelle privée  Mes tendres années
